Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),cluster,PC1,PC2,PC3
21,Male,96.7,1.88,197.0,153.0,72.0,0.86,Cardio,20.2,3.2,3,Beginner,27.4,7.0,0.648,4.5360000000000005,377.2,2,-0.942133401311522,1.7630878072902323,2.8290047780422767
18,Female,54.0,1.45,202.0,155.0,66.0,1.21,Cardio,15.4,3.3,6,Expert,25.7,7.0,0.6544117647058824,4.580882352941177,299.3,0,1.5288428565715684,2.4999037132456556,-1.5521154234576076
57,Male,54.5,1.6,166.0,143.0,75.0,0.92,Mixed,21.3,3.8,5,Intermediate,21.3,8.0,0.7472527472527473,5.978021978021978,299.7,1,0.4701894015694963,-1.8135457562748731,-1.4311704851937364
49,Female,56.9,1.64,169.0,142.0,60.0,1.43,Mixed,17.4,4.8,6,Expert,21.2,8.0,0.7522935779816514,6.018348623853211,489.7,3,3.3366134109918404,-0.8985667495139439,-1.138021907267603
51,Male,68.3,1.77,165.0,138.0,76.0,0.25,Strength,19.9,2.7,3,Beginner,21.9,6.0,0.6966292134831461,4.179775280898877,71.4,1,-1.89990205723417,-2.037284355664263,0.07849316130256072
45,Male,82.2,1.77,176.0,162.0,80.0,0.69,HIIT,26.3,3.0,3,Beginner,26.3,9.5,0.8541666666666666,8.114583333333332,460.2,2,-2.0662814376724032,-0.3467514560288923,1.4425282027635553
48,Female,45.7,1.59,179.0,150.0,63.0,1.22,Mixed,17.8,5.1,7,Expert,18.0,8.0,0.75,6.0,334.5,0,3.134220784573694,-0.15508035889188018,-2.4501097432092678
25,Male,78.0,1.78,194.0,175.0,66.0,1.02,HIIT,21.7,3.9,7,Advanced,24.6,9.5,0.8515625,8.08984375,643.6,0,1.2561301957368218,2.4370688440492256,0.9942766431664973
56,Male,55.0,1.64,162.0,127.0,63.0,0.87,Cardio,16.3,2.7,5,Advanced,20.5,7.0,0.6464646464646465,4.525252525252526,216.5,3,1.1611373739280393,-2.411351965220537,-1.3548431411810125
43,Male,80.3,1.8,173.0,138.0,55.0,1.3,Strength,13.6,4.1,6,Expert,24.8,6.0,0.7033898305084746,4.220338983050848,440.6,3,3.315305788007175,-0.4759809967870301,1.339049017921207
51,Female,63.1,1.58,175.0,158.0,61.0,1.2,HIIT,15.7,4.2,7,Expert,25.4,9.5,0.8508771929824561,8.083333333333334,612.1,3,2.8229320830650595,-0.19016640401884752,-0.4654489415219682
20,Female,50.1,1.67,204.0,157.0,69.0,0.68,Cardio,27.9,2.9,3,Beginner,18.0,7.0,0.6518518518518519,4.562962962962963,155.5,2,-1.7767003761914806,2.023299012034312,-2.0310996371823022
29,Male,61.4,1.63,190.0,151.0,79.0,0.66,Cardio,24.6,3.5,3,Beginner,23.1,7.0,0.6486486486486487,4.54054054054054,184.0,2,-1.688509809679158,0.7536075234610365,-0.7645628438250898
18,Male,78.5,1.79,198.0,178.0,66.0,0.6,HIIT,23.5,2.5,3,Beginner,24.6,9.5,0.8484848484848485,8.06060606060606,379.7,2,-1.8027293126464492,2.6552749127716146,0.988657945893037
22,Female,64.5,1.63,194.0,175.0,67.0,1.33,HIIT,23.9,3.9,6,Advanced,24.4,9.5,0.8503937007874016,8.078740157480315,693.0,0,1.2123884926195556,2.5572471871004825,-0.4220369949605139
47,Female,66.0,1.68,169.0,144.0,69.0,0.58,Mixed,23.3,4.4,4,Intermediate,23.5,8.0,0.75,6.0,229.7,1,0.04550650157345071,-1.1868136843341424,-0.17418518681039843
47,Male,57.3,1.73,171.0,145.0,68.0,0.53,Mixed,23.9,3.9,3,Intermediate,19.1,8.0,0.7475728155339806,5.980582524271845,181.6,1,-0.5277249687717945,-1.1669406898956158,-1.0921443081876243
34,Female,59.3,1.73,183.0,127.0,59.0,1.05,Yoga,19.7,3.9,7,Expert,19.7,3.0,0.5483870967741935,1.6451612903225803,102.4,3,2.4291177891660842,-0.11797794290777694,-0.8882216563379061
40,Female,57.8,1.77,176.0,134.0,55.0,1.05,Cardio,17.7,3.3,4,Advanced,18.5,7.0,0.6528925619834711,4.570247933884298,277.4,3,1.6107763270153288,-0.6390759332859282,-0.9968495032787495
32,Male,75.9,1.7,194.0,139.0,73.0,0.75,Yoga,25.6,4.1,3,Beginner,26.2,3.0,0.5454545454545454,1.6363636363636362,93.2,2,-0.8629342797356485,0.5166451124884864,0.8013779340415272
54,Female,63.2,1.64,174.0,147.0,66.0,0.56,Mixed,24.3,4.3,5,Intermediate,23.5,8.0,0.75,6.0,212.4,1,0.34859888225475943,-1.1646809602486587,-0.4983156645635554
38,Female,64.4,1.65,177.0,140.0,71.0,0.79,Cardio,29.5,3.4,3,Beginner,23.8,7.0,0.6509433962264151,4.556603773584905,231.8,1,-1.2281536449898132,-0.6592994411325027,-0.39671357450982997
31,Female,51.0,1.68,186.0,171.0,85.0,0.66,HIIT,18.8,3.0,3,Intermediate,18.0,9.5,0.8514851485148515,8.089108910891088,272.3,2,-1.8780093522812142,1.112423414577436,-1.8935119615020042
19,Male,69.4,1.7,196.0,151.0,68.0,0.61,Cardio,21.2,2.8,2,Beginner,23.9,7.0,0.6484375,4.5390625,192.2,2,-1.6081327779096848,1.5773450767356176,0.049567456456913496
28,Female,73.6,1.67,194.0,176.0,77.0,0.95,HIIT,26.8,3.4,2,Beginner,26.5,9.5,0.8461538461538461,8.038461538461538,562.0,2,-1.9099730891954771,1.8707501031941574,0.5181724524277788
56,Male,50.9,1.68,162.0,132.0,61.0,0.9,Strength,15.7,4.2,6,Advanced,18.0,6.0,0.7029702970297029,4.217821782178218,193.2,3,2.417013941588897,-2.0939968179506967,-1.749468547940579
55,Female,51.1,1.53,160.0,144.0,55.0,1.29,HIIT,13.1,4.1,6,Expert,21.9,9.5,0.8476190476190476,8.052380952380952,530.8,3,3.4214114583721265,-1.5578105226861902,-1.8125734647223744
51,Female,54.9,1.75,177.0,134.0,55.0,1.1,Cardio,11.7,3.1,7,Expert,18.0,7.0,0.6475409836065574,4.532786885245902,273.7,3,2.963557942605312,-0.9447978817293214,-1.2801213917298888
55,Male,64.4,1.7,167.0,146.0,81.0,0.71,Mixed,20.3,4.3,2,Beginner,22.3,8.0,0.7558139534883721,6.046511627906977,276.5,1,-1.003528533913401,-1.747246656680355,-0.34214739595021115
51,Male,64.6,1.78,164.0,150.0,71.0,1.23,HIIT,16.1,3.7,4,Advanced,20.4,9.5,0.8494623655913979,8.06989247311828,641.2,3,1.2460483659916872,-1.2204481826941966,-0.264104926002244
35,Male,72.0,1.68,193.0,134.0,62.0,1.22,Yoga,21.7,4.5,4,Advanced,25.5,3.0,0.549618320610687,1.6488549618320612,144.8,0,1.6912015054637533,0.49354303753014833,0.43940795160665813
47,Male,56.0,1.51,167.0,138.0,70.0,1.18,Strength,22.7,3.6,7,Advanced,24.7,6.0,0.7010309278350515,4.2061855670103085,277.9,3,1.6462100596590832,-1.2460656764743205,-1.232229789309316
32,Female,78.8,1.64,191.0,152.0,60.0,1.44,Strength,16.8,4.0,4,Advanced,29.2,6.0,0.7022900763358778,4.213740458015267,478.1,0,2.0302142028172043,1.268231539099109,1.1527690313639831
44,Male,65.5,1.66,188.0,169.0,58.0,1.27,HIIT,18.1,4.4,5,Expert,23.8,9.5,0.8538461538461538,8.111538461538462,674.8,0,2.312310127589664,1.0912994422696687,-0.2635104162558913
51,Male,78.0,1.75,168.0,128.0,78.0,0.76,Yoga,23.3,3.4,2,Beginner,25.4,3.0,0.5555555555555556,1.6666666666666667,98.8,1,-1.319416968039274,-2.128779259698188,1.0606300803137965
55,Male,47.2,1.47,164.0,117.0,60.0,1.24,Yoga,16.9,4.3,6,Advanced,21.8,3.0,0.5480769230769231,1.6442307692307694,96.2,3,3.102185438706462,-2.3632898071138198,-2.2588419222774654
50,Female,55.6,1.68,171.0,133.0,61.0,0.88,Cardio,26.8,3.0,6,Advanced,19.6,7.0,0.6545454545454545,4.581818181818182,224.2,3,0.8352067674406465,-1.5417474608932933,-1.3296367700030773
41,Female,82.0,1.73,190.0,156.0,75.0,0.47,Strength,27.6,2.5,3,Beginner,27.3,6.0,0.7043478260869566,4.22608695652174,162.9,2,-2.544869921287032,0.2445813290752327,1.3641770295533977
32,Male,75.5,1.61,195.0,177.0,70.0,0.57,HIIT,17.7,2.5,4,Intermediate,29.0,9.5,0.856,8.132,350.0,2,-1.1217218542784497,1.8897964057066983,0.7587457438353522
47,Male,76.4,1.69,171.0,125.0,70.0,0.55,Yoga,25.1,2.9,2,Beginner,26.8,3.0,0.5445544554455446,1.6336633663366338,68.6,1,-1.567510851663901,-1.9325419790915999,0.9045978303385829
59,Male,64.1,1.62,163.0,149.0,71.0,1.31,HIIT,12.5,3.9,7,Expert,24.5,9.5,0.8478260869565217,8.054347826086957,676.3,3,2.67742125870108,-1.4803209031818534,-0.32379357830156535
34,Male,51.9,1.61,191.0,143.0,56.0,1.23,Cardio,8.6,3.5,7,Expert,20.1,7.0,0.6444444444444445,4.511111111111111,288.0,0,3.3404289181795335,0.9706573170789451,-1.7440765533211133
22,Female,76.8,1.64,196.0,178.0,75.0,1.04,HIIT,24.5,3.0,5,Intermediate,28.6,9.5,0.8512396694214877,8.086776859504132,645.9,2,-0.7102282353522382,2.5375577909857623,0.884717788938917
46,Male,68.1,1.61,168.0,154.0,73.0,0.92,HIIT,21.7,3.5,5,Intermediate,26.3,9.5,0.8526315789473684,8.1,507.5,1,0.21224854393186693,-0.7649853249103253,0.05767058518939833
21,Female,98.1,1.75,204.0,144.0,71.0,0.25,Yoga,32.2,3.1,2,Beginner,32.1,3.0,0.5488721804511278,1.6466165413533835,40.4,2,-3.051538672020219,1.4657225611754692,3.004264216572442
27,Male,50.0,1.61,196.0,138.0,67.0,0.95,Yoga,19.0,4.3,6,Advanced,19.4,3.0,0.5503875968992248,1.6511627906976742,78.4,0,1.5749158151349938,1.111955750982204,-1.9687161203327208
34,Male,69.4,1.59,188.0,135.0,71.0,0.97,Yoga,26.4,4.4,3,Beginner,27.5,3.0,0.5470085470085471,1.6410256410256412,110.5,2,-0.20765822542000154,0.06997340308185482,0.19868842860955543
27,Female,90.3,1.86,199.0,166.0,70.0,0.26,Mixed,18.6,3.3,4,Intermediate,26.2,8.0,0.7441860465116279,5.953488372093023,139.8,2,-1.2585479563906607,1.9285305004884608,2.2013258714647193
34,Male,71.4,1.78,180.0,140.0,64.0,0.98,Cardio,10.0,3.5,6,Expert,22.6,7.0,0.6551724137931034,4.586206896551724,320.9,3,2.1161503313064034,0.2129163935604897,0.4147252592280685
37,Male,65.7,1.49,182.0,130.0,67.0,0.68,Yoga,20.1,3.6,3,Intermediate,29.5,3.0,0.5478260869565217,1.643478260869565,73.4,1,-0.12583898026175605,-0.5241869307611354,-0.11549320380099931
41,Male,65.8,1.6,192.0,162.0,72.0,0.93,Mixed,22.1,4.2,3,Intermediate,25.6,8.0,0.75,6.0,367.2,2,-0.16289943262796042,0.8500160737739427,-0.2538725270871512
22,Male,58.8,1.7,201.0,156.0,72.0,0.96,Cardio,28.7,3.3,2,Beginner,20.3,7.0,0.6511627906976745,4.558139534883721,257.3,2,-1.59526150089814,1.80046574165288,-1.0608631412909564
51,Female,69.0,1.71,172.0,138.0,76.0,0.85,Cardio,26.9,2.9,3,Beginner,23.5,7.0,0.6458333333333334,4.520833333333334,265.1,1,-1.4121798333657096,-1.6293610141111499,0.08125719876248247
23,Male,47.4,1.53,198.0,158.0,66.0,0.91,Strength,20.6,3.7,4,Advanced,20.2,6.0,0.696969696969697,4.181818181818182,180.4,0,0.36205003653807516,1.9331289981230781,-2.3853867666081463
19,Male,71.4,1.8,192.0,138.0,73.0,0.51,Yoga,25.8,3.5,3,Beginner,22.1,3.0,0.5462184873949579,1.638655462184874,59.7,2,-1.6059518155340025,0.9179104912431568,0.3470067356597176
30,Female,83.3,1.76,186.0,150.0,66.0,0.42,Strength,29.7,3.1,3,Beginner,26.8,6.0,0.7,4.199999999999999,146.9,2,-1.8928958148472457,0.46930308853225566,1.4930358449964998
28,Male,83.5,1.73,197.0,166.0,74.0,0.95,Mixed,16.1,5.199999999999999,4,Intermediate,28.0,8.0,0.7479674796747967,5.983739837398374,474.7,0,0.8299415868813549,2.080032479285234,1.6217237942647753
40,Female,82.0,1.82,177.0,153.0,80.0,0.64,Mixed,26.0,3.9,3,Intermediate,24.9,8.0,0.7525773195876289,6.020618556701031,316.0,2,-1.4528665893881847,-0.29182894848693863,1.4528958030901324
33,Male,62.5,1.73,186.0,157.0,71.0,0.63,Mixed,23.4,3.7,5,Intermediate,21.0,8.0,0.7478260869565218,5.982608695652174,235.6,2,-0.3085027877443048,0.7461280161755346,-0.5674474225214603
48,Male,75.9,1.72,173.0,157.0,67.0,1.03,HIIT,23.6,2.8,5,Intermediate,25.5,9.5,0.8490566037735849,8.066037735849058,630.6,3,0.19899308119038,-0.5137563495240407,0.8045095589219912
28,Male,90.6,1.84,187.0,146.0,71.0,1.05,Cardio,18.8,3.4,3,Intermediate,26.9,7.0,0.646551724137931,4.525862068965518,430.5,2,-0.0333765092344323,0.8004411948759679,2.3026721684435003
33,Female,57.7,1.79,181.0,166.0,81.0,0.59,HIIT,26.8,2.6,2,Beginner,18.0,9.5,0.85,8.075,274.9,2,-2.926337463789843,0.4419274773219864,-1.0833793648391101
25,Female,62.3,1.6,195.0,144.0,81.0,0.72,Yoga,28.2,3.6,3,Beginner,24.5,3.0,0.5526315789473685,1.6578947368421053,74.4,2,-1.9427754429801243,0.9180311396117095,-0.6528432767514551
21,Male,70.6,1.74,197.0,159.0,70.0,0.93,Strength,13.9,3.6,7,Advanced,23.2,6.0,0.7007874015748031,4.2047244094488185,276.1,0,1.3842783316510605,2.248661035480614,0.23055850973626968
57,Female,72.4,1.61,164.0,150.0,72.0,0.52,HIIT,23.3,3.1,4,Intermediate,27.8,9.5,0.8478260869565217,8.054347826086957,303.2,1,-0.9112328829736684,-1.8149543224281666,0.4983158596330837
21,Male,76.5,1.73,192.0,162.0,73.0,0.52,Mixed,26.2,3.6,3,Intermediate,25.5,8.0,0.7478991596638656,5.983193277310924,238.0,2,-1.5985588887507025,1.673756407118521,0.8161113425299632
42,Female,77.4,1.73,175.0,144.0,71.0,0.82,Strength,25.2,3.4,5,Intermediate,25.9,6.0,0.7019230769230769,4.211538461538462,267.3,1,-0.14286688664743308,-0.6217706478419657,0.9863681646075644
20,Male,52.5,1.54,203.0,170.0,70.0,0.54,Mixed,24.5,3.6,3,Beginner,22.1,8.0,0.7518796992481203,6.015037593984962,170.5,2,-1.5363694283623435,2.4820195870581085,-1.8287881210155008
49,Female,66.8,1.67,186.0,146.0,73.0,0.64,Cardio,35.1,3.1,2,Beginner,24.0,7.0,0.6460176991150443,4.522123893805309,193.3,1,-2.480131321265919,-0.7580106773650187,-0.17883433954967476
20,Male,80.9,1.71,201.0,168.0,68.0,0.85,Mixed,18.2,4.3,5,Intermediate,27.8,8.0,0.7518796992481203,6.015037593984962,413.6,0,0.6282158693353717,2.7111238390320738,1.330977517674893
44,Female,63.6,1.64,179.0,152.0,71.0,0.7,Mixed,28.3,4.5,4,Intermediate,23.7,8.0,0.75,6.0,267.1,1,-0.32119180783063483,-0.33562105034651274,-0.4717083508606472
46,Female,72.3,1.71,176.0,136.0,61.0,0.62,Cardio,21.7,2.9,5,Intermediate,24.7,7.0,0.6521739130434783,4.565217391304348,204.6,1,0.22828306322753675,-1.0241605928811246,0.4479905002002682
49,Female,55.8,1.76,172.0,130.0,78.0,0.84,Yoga,28.2,4.4,2,Beginner,18.0,3.0,0.5531914893617021,1.6595744680851063,77.8,1,-1.051872150594547,-1.8202191890872204,-1.2067501921982329
36,Female,66.7,1.68,187.0,132.0,65.0,0.72,Yoga,31.1,3.7,2,Beginner,23.7,3.0,0.5491803278688525,1.6475409836065575,79.1,1,-1.2129317251680438,-0.36743992789382174,-0.16861050123030752
38,Male,52.2,1.7,177.0,161.0,72.0,0.66,HIIT,17.9,3.2,5,Intermediate,18.0,9.5,0.8476190476190476,8.052380952380952,277.4,1,-0.13625809615806656,0.20993215233949503,-1.6882238141665893
22,Male,72.5,1.82,196.0,154.0,76.0,0.73,Cardio,9.6,3.5,3,Intermediate,21.9,7.0,0.65,4.55,240.8,2,-0.25335857690937325,1.7503030912622315,0.4791919612018342
35,Female,72.4,1.73,186.0,131.0,64.0,0.98,Yoga,18.1,4.3,7,Expert,24.3,3.0,0.5491803278688525,1.6475409836065575,116.9,3,2.262363431058174,0.1387052637067685,0.5074270469139638
45,Male,78.2,1.7,170.0,135.0,71.0,0.91,Cardio,26.7,3.0,3,Beginner,27.1,7.0,0.6464646464646465,4.525252525252526,322.0,1,-0.9235425765836817,-1.4277669317569626,1.0877963882433697
59,Female,50.2,1.58,163.0,133.0,63.0,1.63,Strength,10.2,5.199999999999999,7,Expert,20.0,6.0,0.7,4.199999999999999,343.7,3,4.655669128273589,-1.8206758015555915,-1.8796085213245732
39,Male,77.8,1.75,171.0,123.0,64.0,1.51,Yoga,10.5,4.8,7,Expert,25.5,3.0,0.5514018691588785,1.6542056074766354,194.3,3,4.102735521266908,-0.7646156735321029,1.1398279269804854
38,Female,87.7,1.71,186.0,159.0,79.0,0.38,Mixed,27.9,3.6,3,Intermediate,29.9,8.0,0.7476635514018691,5.981308411214953,199.3,2,-2.2267592489519066,0.3647063569026863,2.0028293259302083
23,Male,70.1,1.81,196.0,177.0,67.0,0.76,HIIT,10.3,3.3,4,Advanced,21.4,9.5,0.8527131782945736,8.10077519379845,431.6,0,0.38859581154325723,2.5766230313603096,0.1986935666760998
18,Male,51.1,1.68,205.0,142.0,65.0,1.35,Yoga,12.8,5.1,5,Expert,18.0,3.0,0.55,1.65,113.8,0,2.8110548033523037,2.3249589510067703,-1.813910884690345
22,Female,56.5,1.5,203.0,144.0,73.0,0.92,Yoga,21.9,3.9,2,Beginner,25.2,3.0,0.5461538461538461,1.6384615384615384,85.2,2,-0.8704786518905301,1.6000819900790235,-1.2891586892437654
58,Female,43.9,1.51,169.0,140.0,71.0,0.42,Strength,34.0,2.7,3,Beginner,19.2,6.0,0.7040816326530612,4.224489795918368,77.9,1,-2.3216386100890682,-2.2852939538776953,-2.783427492081058
29,Female,63.7,1.75,192.0,153.0,79.0,0.53,Cardio,26.9,2.3,3,Beginner,20.7,7.0,0.6548672566371682,4.5840707964601775,154.8,2,-2.7521107394459925,0.7676506437633605,-0.5344595629510333
43,Female,72.9,1.62,168.0,145.0,74.0,0.63,Mixed,17.1,4.8,4,Intermediate,27.7,8.0,0.7553191489361702,6.042553191489362,277.5,3,0.4279209188836371,-0.896422448077282,0.583237223192646
51,Female,93.6,1.72,160.0,138.0,72.0,0.29,Mixed,31.4,3.2,2,Beginner,31.5,8.0,0.75,6.0,162.9,1,-2.5016982969698853,-2.316358761948147,2.6421911848715487
31,Male,57.2,1.69,183.0,144.0,55.0,1.08,Strength,20.2,3.6,7,Expert,20.0,6.0,0.6953125,4.171875,257.7,0,2.401331843923233,0.6204579550445308,-1.1432990765919062
43,Female,58.2,1.66,181.0,142.0,71.0,0.71,Cardio,31.2,2.6,5,Intermediate,21.1,7.0,0.6454545454545455,4.5181818181818185,186.7,1,-1.134116038499996,-0.6551983444469965,-1.0942787925813366
44,Male,62.1,1.67,169.0,153.0,60.0,1.47,HIIT,8.0,3.7,5,Expert,22.2,9.5,0.8532110091743119,8.105504587155963,739.9,3,3.1053997233704593,-0.24505741340672144,-0.5962025244253962
26,Female,55.4,1.59,193.0,152.0,76.0,0.68,Cardio,17.2,3.3,2,Beginner,21.8,7.0,0.6495726495726496,4.547008547008547,171.3,2,-1.40670734847039,1.1175345473483904,-1.4738958713410661
43,Male,89.4,1.68,175.0,149.0,69.0,0.97,Mixed,8.9,4.1,7,Advanced,31.7,8.0,0.7547169811320755,6.037735849056604,523.6,3,2.392470692617013,-0.06102533960890032,2.336949172573932
39,Male,57.5,1.62,183.0,167.0,75.0,1.08,HIIT,20.8,3.4,3,Intermediate,21.9,9.5,0.8518518518518519,8.092592592592593,502.6,2,-0.4222000284420267,0.6453540054189095,-1.1754970079566958
47,Female,60.6,1.64,177.0,150.0,70.0,0.98,Mixed,26.1,4.4,5,Intermediate,22.4,8.0,0.7476635514018691,5.981308411214953,355.2,3,0.6283521441951455,-0.5187075647609743,-0.8091513440484502
34,Female,82.7,1.65,186.0,127.0,55.0,1.12,Yoga,8.4,4.4,5,Expert,30.5,3.0,0.549618320610687,1.6488549618320612,152.7,3,3.1983088051471382,0.23348836599627817,1.657762609548403
43,Male,72.3,1.66,181.0,152.0,66.0,0.95,Mixed,25.7,4.5,4,Intermediate,26.3,8.0,0.7478260869565218,5.982608695652174,410.9,3,0.5687883643201788,-0.028474129085137138,0.4887164911482738
53,Male,87.8,1.77,161.0,135.0,72.0,0.25,Strength,22.4,2.7,2,Beginner,27.9,6.0,0.7078651685393258,4.247191011235955,93.2,1,-2.1053454359329367,-2.4175842317681733,2.02603326657489
18,Female,56.6,1.67,205.0,139.0,59.0,1.46,Yoga,14.8,4.8,5,Expert,20.4,3.0,0.547945205479452,1.643835616438356,135.8,0,3.028555558423229,2.2617947224072883,-1.2204250127456784
25,Male,69.5,1.78,196.0,151.0,67.0,0.86,Cardio,21.9,3.3,3,Intermediate,21.9,7.0,0.6511627906976745,4.558139534883721,272.4,2,-0.43016183306148964,1.429584285715376,0.13234950157375722
52,Male,66.7,1.83,172.0,128.0,74.0,0.53,Yoga,29.3,3.3,2,Beginner,19.8,3.0,0.5510204081632653,1.6530612244897958,58.4,1,-1.9085187038717772,-2.135525606704597,-0.06189991347466068
32,Male,84.8,1.77,185.0,145.0,70.0,0.74,Cardio,21.5,2.6,4,Intermediate,27.2,7.0,0.6521739130434783,4.565217391304348,286.5,2,-0.7431098724261195,0.35208187627710147,1.7231398273878136
39,Male,86.8,1.73,171.0,134.0,67.0,0.45,Cardio,23.6,2.0000000000000004,4,Intermediate,28.9,7.0,0.6442307692307693,4.509615384615385,176.1,1,-1.2888486530446601,-1.1366707218581291,1.9304779606784988
31,Male,63.4,1.71,192.0,156.0,72.0,0.73,Strength,14.2,3.2,4,Intermediate,21.6,6.0,0.7,4.199999999999999,194.4,0,-0.14298749739230343,1.1560352175763915,-0.5226156504286811
43,Male,70.3,1.77,176.0,162.0,79.0,0.98,HIIT,23.5,3.6,3,Intermediate,22.5,9.5,0.8556701030927835,8.128865979381443,560.0,2,-0.8314999095606667,-0.1039904428364769,0.26294106549742224
45,Female,64.8,1.69,181.0,152.0,64.0,0.98,Mixed,17.4,3.9,4,Advanced,22.7,8.0,0.7521367521367521,6.017094017094017,382.1,3,1.1100593255142304,-0.0620509086751625,-0.3431784399301099
40,Female,56.9,1.78,182.0,132.0,72.0,0.71,Yoga,27.9,3.5,2,Beginner,18.0,3.0,0.5454545454545454,1.6363636363636362,66.1,1,-1.4614477449211525,-0.8680139366331586,-1.107490182425225
31,Female,64.6,1.74,204.0,166.0,77.0,0.57,Strength,23.0,3.1,3,Beginner,21.3,6.0,0.7007874015748031,4.2047244094488185,154.8,2,-2.038629990594276,1.798424771407881,-0.4455165211682368
41,Female,73.2,1.64,185.0,148.0,61.0,1.19,Strength,16.6,3.8,7,Advanced,27.1,6.0,0.7016129032258065,4.209677419354839,366.7,3,2.4701784980102106,0.42743626563441633,0.5640140881969452
19,Male,64.2,1.77,200.0,139.0,64.0,0.63,Yoga,8.6,3.6,4,Advanced,20.5,3.0,0.5514705882352942,1.6544117647058825,66.9,0,0.9472651874130407,1.7046779879013283,-0.38471586610175806
43,Female,69.5,1.69,169.0,154.0,72.0,0.25,HIIT,25.8,2.8,3,Beginner,24.4,9.5,0.845360824742268,8.030927835051546,139.5,1,-2.26781640303044,-0.9426582179383042,0.12094548640132613
31,Male,52.3,1.67,185.0,156.0,70.0,0.6,Mixed,29.3,4.2,3,Beginner,18.8,8.0,0.7478260869565218,5.982608695652174,187.7,2,-1.1878972233139786,0.5899707452379601,-1.720111955841169
24,Male,62.4,1.63,191.0,151.0,56.0,1.29,Strength,14.2,3.8,7,Expert,23.4,6.0,0.7037037037037037,4.222222222222222,339.9,0,3.052987506100275,1.737070647992256,-0.6207083876102093
20,Female,62.6,1.7,197.0,148.0,57.0,1.18,Cardio,13.2,3.5,5,Expert,21.7,7.0,0.65,4.55,336.1,0,2.0950491789107937,1.9820831709950497,-0.6021633645545186
40,Female,60.5,1.78,179.0,161.0,60.0,1.11,HIIT,20.5,3.6,5,Advanced,19.1,9.5,0.8487394957983193,8.063025210084033,541.5,0,1.390864656877987,0.4234805395947025,-0.7453471704324404
35,Male,85.0,1.77,187.0,160.0,81.0,0.66,Mixed,23.3,4.2,3,Beginner,27.2,8.0,0.7452830188679245,5.962264150943396,334.5,2,-1.4267471942274859,0.713516115898104,1.732911626426876
55,Female,80.6,1.72,172.0,127.0,72.0,0.29,Yoga,22.0,3.7,3,Intermediate,27.4,3.0,0.55,1.65,38.6,1,-1.0179081924066409,-2.1421035692662738,1.369363220550538
52,Female,60.9,1.74,164.0,138.0,80.0,0.67,Strength,33.9,2.9,3,Beginner,20.1,6.0,0.6904761904761905,4.142857142857142,169.0,1,-2.37417773392363,-2.2426196629216375,-0.7357432725887311
32,Male,75.6,1.81,181.0,150.0,58.0,0.49,Mixed,13.5,3.6,7,Advanced,23.1,8.0,0.7479674796747967,5.983739837398374,221.7,0,1.6519351453300128,0.6257818213178341,0.8152943774334268
42,Male,67.0,1.67,182.0,147.0,64.0,0.86,Strength,16.1,3.2,5,Advanced,24.2,6.0,0.7033898305084746,4.220338983050848,243.2,3,0.9857790872783742,-0.030910542987332566,-0.08008539379691983
54,Male,44.3,1.57,173.0,148.0,72.0,0.86,Mixed,17.1,4.5,3,Intermediate,18.0,8.0,0.7524752475247525,6.01980198019802,229.3,1,0.5731264929040585,-1.1764407793450828,-2.6113227429069967
45,Male,60.3,1.81,173.0,141.0,83.0,0.6,Cardio,24.2,2.7,3,Beginner,18.4,7.0,0.6444444444444445,4.511111111111111,163.2,1,-2.15269920802802,-1.2969626618068588,-0.7213133775837215
27,Male,77.2,1.63,198.0,164.0,61.0,0.76,Mixed,12.6,3.6,6,Advanced,29.1,8.0,0.7518248175182481,6.014598540145985,352.9,0,1.4229369665853426,2.1920767209252063,0.9893907038199933
56,Male,51.2,1.61,168.0,130.0,59.0,0.98,Cardio,17.5,2.8,6,Advanced,19.7,7.0,0.6513761467889908,4.559633027522936,228.8,3,1.7861493122150098,-1.9459814737023027,-1.8127746492505756
34,Female,65.4,1.5,177.0,130.0,71.0,0.48,Yoga,23.4,2.7,3,Intermediate,29.0,3.0,0.5566037735849056,1.669811320754717,52.4,1,-1.4191277460857497,-0.79628443559548,-0.19997361550259307
56,Female,56.2,1.74,161.0,146.0,62.0,0.89,HIIT,21.0,3.1,4,Advanced,18.6,9.5,0.8484848484848485,8.06060606060606,403.2,1,0.6446658973829072,-1.8939874084535604,-1.1842673987147336
39,Female,61.4,1.52,179.0,155.0,84.0,0.85,Mixed,31.3,3.5,3,Beginner,26.6,8.0,0.7473684210526316,5.978947368421053,312.0,1,-2.1385287754835307,-0.19910443575077597,-0.7100074810216228
43,Male,58.6,1.6,187.0,151.0,68.0,1.18,Strength,24.6,3.9,6,Advanced,22.8,6.0,0.6974789915966386,4.184873949579831,289.4,0,1.2651524091126267,0.30484152412583654,-1.037701061133537
42,Male,70.5,1.74,181.0,130.0,69.0,0.95,Yoga,18.7,3.8,5,Intermediate,23.3,3.0,0.5446428571428571,1.6339285714285712,109.4,3,1.0018850155931815,-0.6704132177235326,0.3109439558782246
